startup_name,last_raise,sector,city,total_raised
Brigge,2015-09-29,Activity Based Social Network,Chennai,0.0
Zakoopi,2015-09-29,Fashion Discovery platform,Delhi,350000.0
Hugefly,2015-09-29,Ecommerce Product recommendation platform,Pune,0.0
Loancircle,2015-09-29,Consumer lending marketplace,Bengaluru,0.0
Inmobi,2015-09-29,Mobile Advertising platform,Bengaluru,247426000.0
Infoworks,2015-09-30,Big Data Management Platform,Bangalore / USA,5000000.0
Eywa Media,2015-09-30,Digital Signal processing platform,Bengaluru,1000000.0
Firsttouch,2015-09-30,Local Mobile OS,Gurgaon,0.0
Abhibus,2015-10-01,us ticketing and fleet management platform,Hyderabad,0.0
Easyfix,2015-10-01,Professional Services Marketplace,Gurgaon,0.0
Muvizz,2015-10-01,Movie-on-demand platform,Singapore,350000.0
Shopalyst,2015-10-02,Product discovery & recommendation platform,Bengaluru,2000000.0
Indialends,2015-10-05,Online Consumer Lending platform,Delhi,1000000.0
Rock N Shop,2015-10-05,Premium Apparel shopping portal,Delhi,150000.0
Voylla,2015-10-05,Fashion jewelry and accessories e-tailer,Jaipur,15000000.0
Docplexus,2015-10-06,Exclusive Platform for Doctors & Healthcare professionals,Pune,700000.0
Sportybeans,2015-10-06,multi-sport program for preschoolers,Pune,0.0
Sportzvillage,2015-10-06,Sports Management & Physical Education Business,Bengaluru,10000000.0
Welcome Cure,2015-10-06,Online Homeopathy Clinic,Mumbai,6000000.0
Gojavas,2015-10-07,Delivery & Logistics Service provider,Gurgaon,20000000.0
Schoolguru,2015-10-07,E-Learning Service Provider,Mumbai,3000000.0
Naturally Yours,2015-10-07,Organic Food etailer,Mumbai,0.0
Zupermeal,2015-10-08,Home Cooked Food marketplace & Delivery,Mumbai,2000000.0
Grabhouse,2015-10-08,Rental Accommodation Search platform,Bengaluru,10000000.0
Cube26,2015-10-08,Gesture based Mobile Development,Delhi,7700000.0
Quifers,2015-10-08,Logistics Tech Platform,Mumbai,310000.0
Wonobo,2015-10-09,360-degree view creating platform,Bengaluru,0.0
Kulzy,2015-10-09,Advertising & Marketing Community Networking platform,Delhi,1000000.0
Zeppery,2015-10-09,Food Ordering & Delivery App,Delhi,77000.0
Inayo,2015-10-09,on-demand healthcare marketplace,Mumbai,300000.0
Cloud Lending,2015-10-09,End-to-End Lending platform,Bangalore / San Mateo,8000000.0
Gridle,2015-10-12,Cloud Based Collaboration platform,Ahmedabad,100000.0
Zify,2015-10-12,Ride Sharing platform,Hyderabad,190000.0
Mubble,2015-10-12,Prepaid Bill manager App,Bengaluru,0.0
Voodoo,2015-10-13,Mobile Only Shopping Assistant,Delhi,1000000.0
Lookup,2015-10-13,Mobile Messaging Assistant App,Bengaluru,5880000.0
Askmygift,2015-10-14,Personalized Wish List creator app,Noida,50000.0
Gaana.Com,2015-10-14,Music Streaming mobile app,Mumbai,0.0
Gymtrekker,2015-10-14,Gym Discovery platform,Mumbai,0.0
Bounty App,2015-10-15,Online Purchase rewards app,Bengaluru,0.0
Homers.In,2015-10-16,Home rental platform,Gurgaon,0.0
Mshipper,2015-10-16,Crowdsourced Delivery platform,Delhi,0.0
Bolrealty,2015-10-16,Real Estate Insights platform,Delhi,0.0
S-Cube Futuretech,2015-10-17,Structural & Civil Engg Service Automation,Mumbai,1000000.0
Letsventure,2015-10-19,Startup Funding Marketplace,Bengaluru,0.0
Citrus Payment,2015-10-19,Payments Solution platform,Mumbai,25000000.0
Holidify,2015-10-19,Travel Destination Discovery platform,Delhi,100000.0
Primaseller,2015-10-20,Order Fulfillment SAAS platform,Bengaluru,0.0
Opinio,2015-10-20,Last Mile Delivery Service,Bengaluru,8300000.0
Ichef.In,2015-10-20,Gourmet Meals Delivery,Mumbai,0.0
Attune Technologies,2015-10-20,Healthcare IT Solutions & services,Chennai,10000000.0
Jiyo Natural,2015-10-21,Healthy Meals Food delivery platform,Bengaluru,0.0
Mealhopper,2015-10-21,Home Made Food Marketplace,Gurgaon,100000.0
White Owl Brewery,2015-10-21,Micro-Brewery,Mumbai,1530000.0
Zenify.In,2015-10-21,residential rental management platform,Bengaluru,640000.0
Agentdesks,2015-10-21,Real Estate Mobile CRM,New York/ India,2950000.0
Frsh,2015-10-23,Online food ordering & Delivery service,Gurgaon,1000000.0
Qik Stay,2015-10-23,Hotel Aggregator & booking platform,Delhi,250000.0
Leaping Caravan,2015-10-23,Online food ordering & Delivery service,Gurgaon,150000.0
Medd,2015-10-23,Personal Diagnostic Mobile App,Mumbai,150000.0
Almamapper,2015-10-26,Online Student & Campus Social Networking platform,Ahmedabad,400000.0
Parcelled,2015-10-26,Online Logistics Platform,Bengaluru,5000000.0
Netmeds.Com,2015-10-26,Online Pharmacy,Chennai,50000000.0
Flexing It,2015-10-26,Professionals & Project Search Marketplace,Delhi,500000.0
Jombay,2015-10-27,Psychometric Test Online Software,Pune,0.0
Roadrunnr,2015-10-27,Hyperlocal Logistics Service,Bengaluru,21000000.0
Happitoo,2015-10-27,Location based Nightlife recommendation\\xc2\\xa0 Platform,Mumbai,77000.0
Simpli5D,2015-10-27,Online user engagement platform,Gurgaon,0.0
Origa Leasing,2015-10-28,Asset Financing platform,Mumbai,1100000.0
Smartivity.In,2015-10-28,Virtual Reality activity based learning platform,Delhi,200000.0
Zophop,2015-10-29,Public Commute helper App,Mumbai,450000.0
Tavaga,2015-10-29,Investment management platform,Mumbai,0.0
Kleeto,2015-10-30,Document Digitization platform,Gurgaon,230000.0
Instavans,2015-10-30,Truck Aggregator & Logistics service,Bengaluru,0.0
Lifto,2015-10-30,Ridesharing Mobile app,Mumbai,130000.0
Toppr.Com,2015-10-30,Competitive exam learning platform,Mumbai,2000000.0
Tinyowl,2015-10-30,Food Discovery & Delivery Mobile app,Mumbai,23500000.0
Cityflo,2015-11-02,Bus Aggregation and rental mobile app,Mumbai,750000.0
Deyor Rooms,2015-11-03,Budget Hotels Aggregator,Delhi,500000.0
Loanbaba,2015-11-03,Online Loans Marketplace,Mumbai,320000.0
Findyahan,2015-11-03,hyperlocal online Services platform,Noida,0.0
Sabse,2015-11-03,WiFi \xe2\x80\x93 first Cloud communication platform,Mumbai,0.0
Oibanit,2015-11-03,Online Food Ordering Marketplace,Vadodara,150000.0
Bidgely,2015-11-03,Efficient Energy Management platform,USA/India,16600000.0
Pokkt,2015-11-03,Alternate Mobile Monetization platform,Mumbai,5000000.0
Stuffed,2015-11-03,Quick Service Restaurant & Online Delivery,Mumbai,385000.0
Bobble,2015-11-05,Selfie Mobile App,Delhi,0.0
Bookmybai,2015-11-05,Domestic Help Aggregation platform,Mumbai,150000.0
Myindianstay,2015-11-05,Home Stay & room rentals platform,Goa,200000.0
Yuvi Hospitality,2015-11-06,Premium dining Lounges & restaurants,Gurgaon,15000000.0
Popxo.Com,2015-11-06,Online content platform for women,Delhi,2000000.0
Soothe Healthcare,2015-11-06,affordable Personal Healthcare Products,Noida,0.0
Repup,2015-11-06,Online Reputation Management Platform,Gurgaon,0.0
Spareshub,2015-11-06,Online Vehicle Spare Parts etailer,Pune,460000.0
Explara,2015-11-06,Event Ticketing platform,Pune,490000.0
Appvirality,2015-11-09,Mobile Growth Hacking\\nPlatform,Hyderabad,500000.0
Istar Skill Development,2015-11-09,Skill Training Startup,Bengaluru,1500000.0
Skoov.Com,2015-11-09,eCommerce Product Search Engine,Mumbai,150000.0
Didi,2015-11-09,On-demand Maids Service Provider,Mumbai,150000.0
Bigstylist.Com,2015-11-09,Beauty and Wellness Marketplace,Mumbai,1000000.0
Chefs Basket,2015-11-10,Ready to cook packaged Foods,Mumbai,6000000.0
Grab,2015-11-11,Hyperlocal Logistics Service Provider,Mumbai,1000000.0
Delight Foods,2015-11-11,Branded Food products online sales,Bengaluru,600000.0
Hitwicket,2015-11-12,Cricket Management Mobile Game,Hyderabad,250000.0
Flashdoor,2015-11-13,On Demand Laundry Service platform,Bengaluru,0.0
Cashkaro.Com,2015-11-16,Ecommerce Discount & Cashback coupons platform,Gurgaon,3700000.0
Absentia,2015-11-16,Virtual Reality Headset creator,Bengaluru,180000.0
Taskbucks,2015-11-16,mobile-only tasks marketplace,Delhi,15000000.0
Bibox,2015-11-17,Kids Tool kit for Innovation platform,Bengaluru,530000.0
Styletag,2015-11-17,Designer fashion Jewellery Marketplace,Bengaluru,7500000.0
Hipship,2015-11-18,Express local delivery platform,Bengaluru,0.0
Scoopwhoop,2015-11-18,Viral Content web Platform,Delhi,4000000.0
Truelancer,2015-11-18,Curated Freelancer Marketplace,Delhi,0.0
Placeoforigin,2015-11-19,Online Gourmet Food Marketplace,Bengaluru,0.0
Aha Taxis,2015-11-19,Online Taxi Rental Platform,Noida,0.0
Fourseven,2015-11-19,Online Jewellery etailer,Delhi,455000.0
Sensegiz,2015-11-19,Smartwatch Maker,Belgaum,500000.0
Ouwt,2015-11-20,Nightlife Discovery Mobile App,Mumbai,150000.0
Shopsense,2015-11-20,ecommerce related software product platform,Mumbai,0.0
Heypillow,2015-11-20,Online Real Estate Marketplace,Bengaluru,3000000.0
Talkoot,2015-11-21,Social platform for traders and investors,Bengaluru,100000.0
Caravan Craft,2015-11-21,Indian Ethnic Crafts Etailer,Bengaluru,1200000.0
Healers At Home,2015-11-21,"Home Healthcare Services platform,",Delhi,0.0
Medikoe,2015-11-23,Healthcare Services Discovery platform,Bengaluru,100000.0
Naaptol,2015-11-24,Online and TV Shopping Marketplace,Mumbai,52000000.0
Servx,2015-11-24,Automotive Services platform,Delhi,0.0
S Chand,2015-11-25,Education Content Provider,Delhi,27000000.0
Earlysalary.Com,2015-11-25,Mobile App based Loan disbursement platform,Mumbai,1500000.0
Tooler,2015-11-25,On Demand Laundry Services App,Delhi,110000.0
Kountmoney,2015-11-26,Online Lending Marketplace,Bengaluru,0.0
Stelae,2015-11-26,Content Management Software Solutions,Chennai,0.0
Pluss,2015-11-26,Hyperlocal healthcare product Delivery Service provider,Gurgaon,1000000.0
Talentrack,2015-11-27,Talent Exchange & Talent Services Marketplace,Delhi,0.0
Stayglad,2015-11-27,On Demand Beauty Services Platform,Bengaluru,0.0
Learnon,2015-11-27,Clud based Learning platform,Chennai,0.0
M-Taxi,2015-11-28,Two-Wheeler Taxi Service,Gurgaon,0.0
Qikpod,2015-11-30,Ecommerce Delivery locker services,Bengaluru,9000000.0
Momagic,2015-11-30,Mobile Application Developer,Delhi,0.0
Baxi,2015-11-30,Two-Wheeler Taxi Service,Gurgaon,1450000.0
Bro4U,2015-11-30,Hyperlocal Online Home services provider,Bengaluru,0.0
Butterfly Interactive,2015-11-30,extra curricular activities marketplace app,Delhi,0.0
Superhero Brands,2015-11-30,character merchandize sales platform,Mumbai,540000.0
Godof Hospitals,2015-12-01,Digital Healthcare,Delhi,2000000.0
Zapluk,2015-12-01,"Health, Wellness & Beauty Services App",Hyderabad,0.0
Black White Orange Brands,2015-12-01,Brand Licensing Startup,Mumbai,0.0
Patel Logistics,2015-12-01,Transportation & Logistics Platform,Mumbai,5600000.0
Biteclub,2015-12-01,Gourmet Food Discovery & Delivery platform,Gurgaon,0.0
Roomstonite,2015-12-02,Last Minute Hotel Booking App,Bengaluru,1500000.0
Kaaryah,2015-12-02,Womens Fashion Wear Portal,Delhi,0.0
Anakage,2015-12-03,Product Learning platform,Bengaluru,0.0
Easykhaana,2015-12-03,Online Food ordering & Delivery platform,Delhi,100000.0
Eckovation,2015-12-03,Social Learning Platform,Delhi,0.0
Fitcircle,2015-12-03,Social Fitness platform,Mumbai,0.0
Ndtv Wedding Portal,2015-12-04,Online Wedding Marketplace,Delhi,20000000.0
Splitkart,2015-12-04,Splitting Bills Mobile App,Delhi,0.0
Carpm,2015-12-04,Car Maintenance & Management mobile app,Gurgaon,100000.0
Coolshare,2015-12-07,Cab Sharing service Mobile app,Mumbai,100000.0
Leaf Wearables,2015-12-07,Smart Safety Wearable Devices,Delhi,250000.0
Vlurn,2015-12-07,eLearning platform,Mumbai,0.0
Customfurnish,2015-12-07,Custom Made furniture e-tailer,Hyderabad,4500000.0
Yumist,2015-12-08,Home Cooked Food Order & Delivery platform,Gurgaon,3000000.0
Heybiz,2015-12-08,Online Shopping Assistant Mobile app,Delhi,0.0
Mficient,2015-12-08,Cloud Enterprise Mobility Platform,Delhi,0.0
Jigsaw Academy,2015-12-09,Online School for Analytics learning,Bengaluru,3000000.0
Jumbobasket,2015-12-09,eCommerce returns etailer,Chandigarh,0.0
Holisol Logistics,2015-12-10,Supply Chain & Logistics Solutions,Delhi,10000000.0
I2E1,2015-12-10,Internet Network Infrastructure Services,Delhi,500000.0
Stay Simple Resorts,2015-12-10,Holiday Resort Chain,Bengaluru,0.0
Paynear,2015-12-10,Mobile Point of Sale solutions,Hyderabad,2500000.0
Chillr,2015-12-10,Peer-to-Peer Money Transfer & Recharge App,Mumbai,76000000.0
Prophesee,2015-12-10,Digital Analytics Platform,Delhi,500000.0
Homestudio,2015-12-10,Online Branded Furniture etailer,Bengaluru,5000000.0
Onlinerti,2015-12-11,Online RTI application services,Bengaluru,150000.0
Eureqa,2015-12-11,Test Automation SAAS platform,Hyderabad/USA,600000.0
Localcircles,2015-12-11,Citizens Engagement Platform,Noida,0.0
Powerstores,2015-12-11,ECommerce Website Creation SAAS platform,Goa,0.0
Getfocus,2015-12-11,Indoor Navigation & Analytics Solutions,Mumbai,0.0
Jetsetgo,2015-12-14,Private Jet Bookings Marketplace,Bengaluru,0.0
Whoop,2015-12-14,Performance Optimization Platform for athletes,Boston,3000000.0
Capricoast,2015-12-14,Modular Furnishings Marketplace,Bengaluru,4750000.0
Cabsguru,2015-12-14,Cab search Comparison & Booking platform,Delhi,200000.0
Streamoid,2015-12-15,visual search and discovery platform,Bangalore / Palo Alto,1000000.0
Deal Street Asia,2015-12-15,Digital Media Platform,Singapore,0.0
Bluebirch,2015-12-16,End to End reverse logistics Solution platform,Bengaluru,2000000.0
Stage 3,2015-12-16,Online Renting platform,Delhi,0.0
Housejoy,2015-12-16,Home services marketplace,Bengaluru,605767000.0
Meradoctor,2015-12-16,Virtual Health consultation app,Mumbai,1200000.0
Eatfresh,2015-12-17,Online marketplace for Chef Meals,Bengaluru,0.0
The News Minute,2015-12-18,Online Media Publication,Bengaluru,0.0
Cbrex,2015-12-18,International Hiring Platform,Mumbai / NY,200000.0
Ampere Vehicles,2015-12-18,Electric Bike Manufacturers,Coimbatore,1200000.0
Focus Digit,2015-12-18,ECommerce platform solutions,Delhi,0.0
Peppertap,2015-12-21,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,Gurgaon,50000000.0
Truckmandi,2015-12-21,Logistics Service Provider Marketplace,Delhi,2000000.0
Arya.Ai,2015-12-22,Artificial Intelligence platform,Mumbai,750000.0
Planetgogo,2015-12-22,Content Discovery & reward points platform,Gurgaon,0.0
Shotang.Com,2015-12-23,B2B eCommerce Marketplace,Bengaluru,5000000.0
Lafalafa,2015-12-23,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,125000.0
Kolabro,2015-12-24,Real Estate focused Tech platform,Gurgaon,0.0
Black White Orange,2015-12-24,B2B Merchandize platform,Mumbai,303000.0
Town Essentials,2015-12-28,Grocery Delivery platform,Bengaluru,1000000.0
Bumper,2015-12-28,Mobile Car Servicing appointment app,Bengaluru,500000.0
Hotify,2015-12-29,New Curation Mobile App,Bengaluru,150000.0
Intelligent Interfaces,2015-12-30,Interface development platform for Government officials,Bengaluru,0.0
Helpi,2016-01-01,Consumer Internet,Mumbai,0.0
Career360,2016-01-04,Education,Delhi,0.0
Dogspot,2016-01-04,ECommerce,Gurgaon,0.0
B9 Beverages,2016-01-04,Food & Beverage,Delhi,6000000.0
Wimwi Foods,2016-01-05,Food & Beverage,Ahmedabad,0.0
Mychild App,2016-01-05,Education,Bhopal,100000.0
Instaproc,2016-01-05,ECommerce,Noida,0.0
360Ride,2016-01-05,Consumer Internet,Bengaluru,150000.0
Alef\\Nmobitech,2016-01-05,Consumer Internet,Mumbai,5000000.0
Planmy\\Nmedicaltrip,2016-01-06,Healthcare,Pune,150000.0
Zebpay,2016-01-06,Consumer Internet,Ahmedabad,1000000.0
Justdakhila.Com,2016-01-06,Education,Delhi,750000.0
Sensara,2016-01-06,Technology,Bengaluru,750000.0
Qdesq,2016-01-06,Real Estate,Gurgaon,0.0
Infurnia,2016-01-07,Consumer Internet,Bengaluru,160000.0
Bikxie,2016-01-07,Consumer Internet,Gurgaon,0.0
Flatfurnish,2016-01-08,Consumer Internet,Gurgaon,0.0
Gyaanzone,2016-01-08,Education,Mumbai,45000.0
Melorra,2016-01-08,ECommerce,Bengaluru,5000000.0
Confirmtkt,2016-01-08,Consumer Internet,Bengaluru,250000.0
Lumiere,2016-01-09,ECommerce,Bengaluru,0.0
Fashionablyin,2016-01-11,Consumer Internet,Mumbai,0.0
Wishup,2016-01-11,Consumer Internet,Delhi,0.0
Savvymob,2016-01-11,ECommerce,Bengaluru,1000000.0
Ibus Networks,2016-01-12,Technology,Bengaluru,2300000.0
Hike Messenger,2016-01-12,Consumer Internet,Delhi,0.0
Happy2Refer,2016-01-12,Consumer Internet,Mumbai,250000.0
Roder,2016-01-13,Consumer Internet,Delhi,240000.0
Rentomo,2016-01-13,Consumer Internet,Bengaluru,100000.0
Obino,2016-01-13,Healthcare,Mumbai,0.0
Care24,2016-01-13,Healthcare,Mumbai,4350000.0
Bucker,2016-01-13,Consumer Internet,Hyderabad,0.0
Snapshopr,2016-01-14,Consumer Internet,Bengaluru,0.0
Buildkar,2016-01-14,ECommerce,Bengaluru,0.0
Orahi,2016-01-14,Consumer Internet,Gurgaon,520000.0
Evibe.In,2016-01-15,Consumer Internet,Bengaluru,0.0
Remidio,2016-01-15,Healthcare,Bengaluru,0.0
Jobick,2016-01-15,Consumer Internet,Noida,0.0
Plick,2016-01-16,Consumer Internet,Mumbai,0.0
Voice Friends,2016-01-18,Consumer Internet,Mumbai,0.0
Gameezop,2016-01-19,Consumer Internet,Delhi,0.0
Dailyobjects,2016-01-19,ECommerce,Delhi,1400000.0
Cashkaro,2016-01-19,Consumer Internet,Gurgaon,0.0
Collegedunia,2016-01-19,Consumer Internet,Delhi,445000.0
Villgro,2016-01-19,Finance,Chennai,6750000.0
Moodoo,2016-01-20,Consumer Internet,Mumbai / UK,40000.0
Just Buy Live,2016-01-20,ECommerce,Mumbai,20000000.0
Saral Designs,2016-01-20,Healthcare,Mumbai,0.0
Industrybuying,2016-01-20,ECommerce,Delhi,13000000.0
Imbesharam,2016-01-20,ECommerce,New Delhi / US,4000000.0
Reddoorz,2016-01-20,Consumer Internet,Delhi,1000000.0
Creo,2016-01-21,Technology,Bengaluru,3000000.0
Firstcry,2016-01-21,ECommerce,Pune,26000000.0
Gajty,2016-01-22,Healthcare,Gurgaon,0.0
Little,2016-01-22,Consumer Internet,Bengaluru,0.0
Silvan,2016-01-22,Technology,Bengaluru,515000.0
Shabdanagari,2016-01-22,Consumer Internet,Kanpur,200000.0
Plexusmd,2016-01-22,Consumer Internet,Ahmedabad,0.0
Eps,2016-01-22,Technology,Mumbai,35000000.0
Skycandle,2016-01-25,ECommerce,Delhi,0.0
Siftr Labs,2016-01-25,Consumer Internet,Mumbai,150000.0
Whatsonrent,2016-01-27,ECommerce,Bengaluru,0.0
Teabox.Com,2016-01-27,ECommerce,Siliguri,0.0
Buildzar,2016-01-27,ECommerce,Gurgaon,4000000.0
Applicate,2016-01-27,Technology,Bengaluru,1550000.0
Justdoc,2016-01-28,Consumer Interne,Bengaluru,0.0
Zebi (Yet To Launch),2016-01-28,Technology,Hyderabad,1000000.0
Truce,2016-01-28,FMCG,Mumbai,370000.0
Myeglu,2016-01-28,Technology,Bengaluru,0.0
Rare Media,2016-01-29,Technology,Delhi,1100000.0
Bitgiving,2016-01-29,Consumer Internet,Delhi,0.0
Codinglabs,2016-01-29,Technology,Hyderabad,0.0
Freshmenu,2016-01-29,Consumer Internet,Bengaluru,33500000.0
Findurclass,2016-01-30,Consumer Internet,Mumbai,0.0
Designbids,2016-01-30,Consumer Internet,Delhi,0.0
Blue Tokai Coffee,2016-02-01,ECommerce,Delhi,0.0
Soundsurround,2016-02-02,Technology,Mumbai,22500.0
Oust App,2016-02-02,Consumer Internet,Bengaluru,0.0
Altizone,2016-02-02,Technology,Pune,4000000.0
Strike,2016-02-02,Consumer Internet,Bengaluru,22500.0
Gamooz,2016-02-02,Technology,Gurgaon,22500.0
Maaxmarket,2016-02-02,Consumer Internet,,22500.0
Roadgods,2016-02-03,ECommerce,Delhi,100000.0
Woodpie,2016-02-03,Consumer Internet,Bengaluru,30000.0
Pindropmusic,2016-02-03,Consumer Internet,Noida,100000.0
Mazkara,2016-02-03,Consumer Internet,Pune / Dubai,1000000.0
Perfumery,2016-02-04,ECommerce,Delhi,30000.0
Bhive,2016-02-05,Real Estate,Bengaluru,0.0
Dawailelo,2016-02-05,Consumer Internet,Varanasi,52000.0
American Vision,2016-02-05,Consumer Internet,Pune,81000.0
Gingercrush,2016-02-05,Ecommerce,Vadodara,2000000.0
Magic Crate,2016-02-05,Education,Bengaluru,0.0
Turtlemint,2016-02-05,Consumer Internet,Mumbai,0.0
Smartcooky,2016-02-05,ECommerce,Delhi,0.0
Livenutrifit,2016-02-06,Healthcare,Delhi,0.0
Istyleyou,2016-02-08,Consumer Internet,Gurgaon,100000.0
Urban Dhobi,2016-02-08,Consumer Internet,Jaipur,0.0
Adurcup,2016-02-08,Consumer Internet,Delhi,100000.0
Invictus Oncology,2016-02-08,Healthcare,Delhi,0.0
Weddingz,2016-02-08,Consumer Internet,Mumbai,0.0
Gray Routes,2016-02-08,Consumer Internet,Mumbai,0.0
Xpressbees,2016-02-08,ECommerce,Pune,12500000.0
Inc42,2016-02-09,Consumer Internet,Delhi,0.0
Glamstudios,2016-02-10,Consumer Internet,Noida,0.0
Stylofie,2016-02-10,Consumer Internet,Gurgaon,250000.0
Oybob,2016-02-10,eCommerce,Gurgaon,0.0
Anandakanda,2016-02-10,Technology,Pune,150000.0
Affimity,2016-02-10,Consumer Internet,Bengaluru,1200000.0
Capzest,2016-02-10,Consumer Internet,Mumbai,200000.0
Joulestowatts,2016-02-10,Technology,Bengaluru,0.0
Rksv,2016-02-12,Consumer Internet,Mumbai,4000000.0
Igrenenergi,2016-02-12,Technology,Mumbai,1000000.0
Actonmagic,2016-02-12,Technology,Bengaluru,125000.0
Goyano,2016-02-15,Consumer Internet,Gurgaon,50000.0
Snapdeal,2016-02-15,eCommerce,Delhi,700000000.0
Snapbizz,2016-02-15,Technology,Bengaluru,7200000.0
Aasaanjobs,2016-02-15,Consumer Internet,Mumbai,6500000.0
Buddy,2016-02-15,Finance,Bengaluru,500000.0
Legistify,2016-02-15,Consumer Internet,Delhi,0.0
Icustommadeit,2016-02-16,eCommerce,Pune,4250000.0
Tring,2016-02-16,Consumer Internet,Pune,0.0
Tablehero,2016-02-16,Consumer Internet,Bengaluru,1000000.0
Bollant Industries,2016-02-17,Technology,Hyderabad,0.0
Gamezop,2016-02-17,Technology,Delhi,350000.0
Timemytask,2016-02-17,Consumer Internet,Mumbai,0.0
Notary Mama,2016-02-17,Consumer Internet,Bengaluru,0.0
The Viral Fever,2016-02-17,Consumer Internet,Mumbai,10000000.0
Avanti Learning,2016-02-17,Education,Delhi,6500000.0
Tracxn,2016-02-18,Technology,Bengaluru,13500000.0
Ark Robot,2016-02-18,Technology,Bengaluru,350000.0
Healthkumbh,2016-02-18,Consumer Internet,Ahmedabad,73000.0
Unlaze,2016-02-18,Consumer Internet,Gurgaon,0.0
Getvee,2016-02-18,Consumer Internet,Delhi,0.0
Jaypore,2016-02-19,ECommerce,Delhi,5000000.0
Finance Buddha,2016-02-19,Consumer Internet,Bengaluru,0.0
Almaconnect,2016-02-19,Consumer Internet,Delhi,0.0
Advantage Club,2016-02-19,Consumer Internet,Gurgaon,400000.0
Localramu,2016-02-19,Consumer Internet,Bengaluru,0.0
Taskbob,2016-02-22,Consumer Internet,Mumbai,5700000.0
Baby Berry,2016-02-22,Consumer Internet,Bengaluru,1000000.0
Newslaundry,2016-02-22,Consumer Internet,Delhi,0.0
First Eat,2016-02-22,Consumer Internet,Delhi,100000.0
Aarav Uav,2016-02-23,Technology,Kanpur,0.0
Cuponation,2016-02-23,Consumer Internet,Gurgaon,11000000.0
Pocketin,2016-02-24,Consumer Internet,Noida,150000.0
Appilyever,2016-02-24,Consumer Internet,Hyderabad,400000.0
Sayfix,2016-02-24,Consumer Internet,Bengaluru,160000.0
Feetapart,2016-02-24,Consumer Internet,Bengaluru,0.0
Carveniche,2016-02-25,Consumer Internet,Bengaluru,0.0
Funcart,2016-02-25,eCommerce,Delhi,70000.0
Juspay,2016-02-25,Consumer Internet,Bengaluru,5800000.0
Freedom Smart Labs,2016-02-26,Technology,Delhi,145000.0
Edubridge,2016-02-26,Consumer Internet,Mumbai,2500000.0
Pinclick,2016-02-29,Consumer Internet,Bengaluru,0.0
Hopscotch,2016-02-29,eCommerce,Mumbai,24000000.0
Gympik,2016-03-01,Consumer Internet,Bengaluru,135000.0
Skedool,2016-03-02,Consumer Internet,Seattle / Bangalore,0.0
Systemantics,2016-03-02,Technology,Bengaluru,1400000.0
Momark,2016-03-02,Consumer Internet,Noida,600000.0
Shouut,2016-03-03,Consumer Internet,Delhi,500000.0
Imarticus Learning,2016-03-03,Education,Mumbai,1000000.0
Vertuals,2016-03-03,Technology,Mumbai,0.0
Tarusa World,2016-03-04,ECommerce,Mumbai,0.0
Medecube,2016-03-04,Healthcare,Gurgaon,4000000.0
Civilsdaily,2016-03-04,Consumer Internet,Delhi,0.0
Aahaa,2016-03-04,ECommerce,Chennai,1000000.0
Zappka,2016-03-04,Consumer Internet,Gurgaon,100000.0
Reach,2016-03-07,Consumer Internet,Bengaluru,500000.0
Medidaili,2016-03-07,Consumer Internet,Bengaluru,100000.0
N.O.W,2016-03-07,Consumer Internet,Noida,500000.0
Vanity Cube,2016-03-07,Consumer Internet,Delhi,250000.0
Lovecycles,2016-03-08,Consumer Internet,Bengaluru,750000.0
Cookaroo,2016-03-08,Consumer Internet,Bengaluru,0.0
Finomena,2016-03-08,Technology,Delhi,0.0
Vphrase Analytics,2016-03-08,Technology,Mumbai,0.0
Kartrocket,2016-03-08,ECommerce,Delhi,14000000.0
Cloudacar,2016-03-09,Consumer Internet,Pune,0.0
Indiamart,2016-03-09,ECommerce,Noida,0.0
Nukkad Shops,2016-03-09,Consumer Internet,Hyderabad,1000000.0
Smartvizx,2016-03-09,Technology,Noida,500000.0
Yana,2016-03-09,Consumer Internet,Gurgaon,0.0
Big Fish Ventures,2016-03-10,Food & Beverage,Delhi,11100000.0
Supplified,2016-03-10,ECommerce,Delhi,1000000.0
Stylflip,2016-03-10,ECommerce,Mumbai,0.0
Jollyfoodfellow,2016-03-11,Technology,Ahmedabad,0.0
Eswasthya,2016-03-14,Consumer Internet,Ahmedabad,0.0
Truckingcube,2016-03-14,Logistics,Delhi,14900000.0
Pinkblue,2016-03-14,ECommerce,Bengaluru,223608.0
Withme,2016-03-15,Consumer Internet,Gurgaon,250000.0
Proximit,2016-03-15,Technology,Pune,150000.0
Flipclass,2016-03-15,Consumer Internet,Bengaluru,1000000.0
Avagmah,2016-03-16,Consumer Internet,Bengaluru,0.0
Wealthy,2016-03-16,Consumer Internet,Bengaluru,250000.0
Liftiee,2016-03-17,Consumer Internet,Mumbai,108000.0
Healthenablr,2016-03-17,Consumer Internet,Mumbai,800000.0
Qlivery,2016-03-17,Consumer Internet,Gurgaon,230000.0
Pramati,2016-03-17,Healthcare,Noida,200000.0
Hello Curry,2016-03-18,Food & Beverage,Hyderabad,1500000.0
Gosporto,2016-03-19,Consumer Internet,Delhi,30000.0
Girnar Software,2016-03-21,Consumer Internet,Jaipur,0.0
